name,team,opponent,week,season,isHome,FG,PCT,LONG,XP,PTS
Dustin Hopkins,WSH,BUF,3,2021,True,0/0,0.0,0,3/3,3
Tyler Bass,BUF,WSH,3,2021,False,3/3,100.0,48,4/4,13
Matthew Wright,JAX,NYJ,16,2021,True,3/3,100.0,45,0/0,9
Eddy Pineiro,NYJ,JAX,16,2021,False,2/2,100.0,42,2/3,8
Matthew Wright,JAX,LAR,13,2021,True,0/0,0.0,0,1/1,1
Matt Gay,LAR,JAX,13,2021,False,3/3,100.0,44,4/4,13
Daniel Carlson,LV,PIT,2,2021,True,4/4,100.0,46,2/2,14
Chris Boswell,PIT,LV,2,2021,False,1/1,100.0,56,2/2,5
Cairo Santos,CHI,WSH,5,2023,True,4/4,100.0,43,4/4,16
Joey Slye,WSH,CHI,5,2023,False,2/3,67.0,51,0/0,6
Jake Moody,SF,CLE,6,2023,True,1/3,33.0,25,2/2,5
Dustin Hopkins,CLE,SF,6,2023,False,4/5,80.0,50,1/1,13
Robbie Gould,SF,PHI,2,2021,True,1/1,100.0,46,2/2,5
Jake Elliott,PHI,SF,2,2021,False,1/2,50.0,45,0/0,3
Ka'imi Fairbairn,HOU,CHI,3,2022,True,2/2,100.0,39,2/2,8
Cairo Santos,CHI,HOU,3,2022,False,3/3,100.0,50,2/2,11
Michael Badgley,DET,CAR,16,2022,True,1/1,100.0,34,2/2,5
Eddy Pineiro,CAR,DET,16,2022,False,3/3,100.0,40,4/4,13
Jason Myers,SEA,SF,2,2022,True,0/0,0.0,0,1/1,1
Robbie Gould,SF,SEA,2,2022,False,2/3,67.0,33,3/3,9
Chris Boswell,PIT,CIN,12,2021,True,1/1,100.0,40,1/1,4
Evan McPherson,CIN,PIT,12,2021,False,2/2,100.0,51,5/5,11
Graham Gano,NYG,ARI,2,2023,True,1/1,100.0,34,4/4,7
Matt Prater,ARI,NYG,2,2023,False,2/3,67.0,44,2/2,8
Evan McPherson,CIN,KC,17,2023,True,1/1,100.0,34,2/2,5
Harrison Butker,KC,CIN,17,2023,False,6/6,100.0,54,1/1,19
Matt Ammendola,NYJ,ATL,5,2021,True,2/2,100.0,49,0/1,6
Younghoe Koo,ATL,NYJ,5,2021,False,2/2,100.0,52,3/3,9
Brian Johnson,WSH,PHI,15,2021,True,1/1,100.0,22,2/2,5
Jake Elliott,PHI,WSH,15,2021,False,2/2,100.0,37,3/3,9
Ryan Succop,TB,WSH,10,2021,True,2/2,100.0,31,1/2,7
Joey Slye,WSH,TB,10,2021,False,3/3,100.0,46,2/2,11
Randy Bullock,NYG,WSH,11,2023,True,1/1,100.0,36,4/4,7
Joey Slye,WSH,NYG,11,2023,False,2/2,100.0,42,1/2,7
Greg Zuerlein,NYJ,NE,18,2023,True,3/4,75.0,40,0/0,9
Chad Ryland,NE,NYJ,18,2023,False,1/1,100.0,30,0/0,3
Ryan Succop,TB,PIT,6,2022,True,4/4,100.0,54,0/0,12
Chris Boswell,PIT,TB,6,2022,False,2/2,100.0,55,2/2,8
Jason Myers,SEA,KC,16,2022,True,1/1,100.0,22,1/1,4
Harrison Butker,KC,SEA,16,2022,False,1/1,100.0,47,3/3,6
Greg Zuerlein,DAL,LAC,2,2021,True,2/2,100.0,56,2/2,8
Tristan Vizcaino,LAC,DAL,2,2021,False,3/4,75.0,46,0/0,9
Jason Myers,SEA,TEN,16,2023,True,2/2,100.0,28,2/2,8
Nick Folk,TEN,SEA,16,2023,False,1/1,100.0,33,2/2,5
Brandon McManus,DEN,LAR,16,2022,True,2/2,100.0,54,0/0,6
Matt Gay,LAR,DEN,16,2022,False,3/3,100.0,55,6/6,15
Harrison Butker,KC,LV,12,2023,True,1/1,100.0,32,4/4,7
Daniel Carlson,LV,KC,12,2023,False,1/2,50.0,34,2/2,5
Daniel Carlson,LV,NYG,9,2021,True,3/4,75.0,32,1/1,10
Graham Gano,NYG,LV,9,2021,False,3/3,100.0,38,2/2,11
Joey Slye,WSH,NYG,7,2023,True,0/1,0.0,0,1/1,1
Graham Gano,NYG,WSH,7,2023,False,0/1,0.0,0,2/2,2
Justin Tucker,BAL,JAX,12,2022,True,4/5,80.0,55,1/1,13
Riley Patterson,JAX,BAL,12,2022,False,2/2,100.0,29,2/2,8
Greg Joseph,MIN,GB,17,2022,True,1/3,33.0,21,2/2,5
Mason Crosby,GB,MIN,17,2022,False,2/2,100.0,56,5/5,11
Cairo Santos,CHI,CLE,15,2023,True,1/1,100.0,41,2/2,5
Dustin Hopkins,CLE,CHI,15,2023,False,2/2,100.0,34,2/2,8
Riley Patterson,JAX,IND,6,2022,True,0/0,0.0,0,3/3,3
Chase McLaughlin,IND,JAX,6,2022,False,2/2,100.0,42,2/2,8
Greg Zuerlein,NYJ,BUF,14,2022,True,1/1,100.0,26,1/1,4
Tyler Bass,BUF,NYJ,14,2022,False,2/2,100.0,49,2/2,8
Brandon Aubrey,DAL,WSH,18,2023,True,1/3,33.0,50,5/5,8
Joey Slye,WSH,DAL,18,2023,False,1/1,100.0,36,1/1,4
Jake Elliott,PHI,CAR,5,2021,True,2/2,100.0,58,1/1,7
Zane Gonzalez,CAR,PHI,5,2021,False,3/3,100.0,50,1/1,10
Graham Gano,NYG,KC,8,2021,True,1/1,100.0,23,2/2,5
Harrison Butker,KC,NYG,8,2021,False,2/2,100.0,36,2/2,8
Riley Patterson,JAX,DET,13,2022,True,2/2,100.0,42,0/0,6
Michael Badgley,DET,JAX,13,2022,False,4/4,100.0,47,4/4,16
Daniel Carlson,LV,MIA,11,2023,True,2/2,100.0,47,1/1,7
Jason Sanders,MIA,LV,11,2023,False,2/3,67.0,51,2/2,8
Greg Joseph,MIN,CHI,18,2022,True,3/3,100.0,50,2/3,11
Cairo Santos,CHI,MIN,18,2022,False,0/0,0.0,0,1/1,1
Jake Elliott,PHI,NYG,14,2022,True,2/2,100.0,39,6/6,12
Graham Gano,NYG,PHI,14,2022,False,0/0,0.0,0,2/2,2
Chris Boswell,PIT,CLE,11,2023,True,1/1,100.0,28,1/1,4
Dustin Hopkins,CLE,PIT,11,2023,False,2/2,100.0,34,1/1,7
Robbie Gould,SF,SEA,15,2022,True,0/1,0.0,0,3/3,3
Jason Myers,SEA,SF,15,2022,False,2/2,100.0,51,1/1,7
Graham Gano,NYG,JAX,7,2022,True,3/3,100.0,34,2/2,11
Riley Patterson,JAX,NYG,7,2022,False,1/1,100.0,27,0/1,3
Brandon Aubrey,DAL,NYG,1,2023,True,2/2,100.0,38,4/5,10
Graham Gano,NYG,DAL,1,2023,False,0/2,0.0,0,0/0,0
Tyler Bass,BUF,NO,12,2021,True,1/1,100.0,34,4/4,7
Chase McLaughlin,CLE,NE,10,2021,True,0/0,0.0,0,1/1,1
Nick Folk,NE,CLE,10,2021,False,1/1,100.0,38,6/6,9
Brandon McManus,DEN,NYG,1,2021,True,2/2,100.0,36,3/3,9
Graham Gano,NYG,DEN,1,2021,False,0/0,0.0,0,1/1,1
Robbie Gould,SF,LV,17,2022,True,3/4,75.0,43,4/4,13
Daniel Carlson,LV,SF,17,2022,False,2/2,100.0,57,4/4,10
Chris Boswell,PIT,SEA,17,2023,True,3/3,100.0,39,3/3,12
Jason Myers,SEA,PIT,17,2023,False,3/3,100.0,43,2/2,11
Brett Maher,DAL,WSH,18,2022,True,0/0,0.0,0,0/1,0
Joey Slye,WSH,DAL,18,2022,False,2/4,50.0,29,2/3,8
Greg Zuerlein,DAL,NO,13,2021,True,2/2,100.0,55,3/3,9
Brett Maher,NO,DAL,13,2021,False,1/2,50.0,42,2/2,5
Matt Prater,ARI,CLE,6,2021,True,3/3,100.0,51,4/4,13
Chase McLaughlin,CLE,ARI,6,2021,False,0/0,0.0,0,2/2,2
Cameron Dicker,LAC,DEN,18,2022,True,2/2,100.0,48,2/2,8
Brandon McManus,DEN,LAC,18,2022,False,1/1,100.0,33,4/4,7
Harrison Butker,KC,HOU,15,2022,True,1/2,50.0,27,1/2,4
Ka'imi Fairbairn,HOU,KC,15,2022,False,1/1,100.0,29,3/3,6
Riley Patterson,JAX,WSH,1,2022,True,3/4,75.0,45,1/1,10
Joey Slye,WSH,JAX,1,2022,False,0/0,0.0,0,2/2,2
Randy Bullock,TEN,JAX,18,2022,True,3/3,100.0,51,1/1,10
Riley Patterson,JAX,TEN,18,2022,False,2/2,100.0,36,2/2,8
Robbie Gould,SF,ARI,11,2022,True,1/1,100.0,39,5/5,8
Matt Prater,ARI,SF,11,2022,False,1/1,100.0,40,1/1,4
Chris Boswell,PIT,BUF,5,2022,True,1/3,33.0,29,0/0,3
Tyler Bass,BUF,PIT,5,2022,False,1/2,50.0,35,5/5,8
Eddy Pineiro,CAR,LAR,6,2022,True,1/1,100.0,42,1/1,4
Matt Gay,LAR,CAR,6,2022,False,1/1,100.0,21,3/3,6
Matthew Wright,JAX,SEA,8,2021,True,0/0,0.0,0,1/1,1
Jason Myers,SEA,JAX,8,2021,False,1/1,100.0,31,4/4,7
Jake Elliott,PHI,NYG,18,2023,True,1/1,100.0,36,1/1,4
Mason Crosby,NYG,PHI,18,2023,False,2/3,67.0,24,3/3,9
Matt Prater,ARI,SEA,7,2023,True,1/2,50.0,44,1/1,4
Jason Myers,SEA,ARI,7,2023,False,2/2,100.0,48,2/2,8
Nick Folk,TEN,TB,10,2023,True,2/3,67.0,38,0/0,6
Chase McLaughlin,TB,TEN,10,2023,False,2/2,100.0,35,2/2,8
Justin Tucker,BAL,LAC,12,2023,True,2/3,67.0,48,2/2,8
Cameron Dicker,LAC,BAL,12,2023,False,1/1,100.0,39,1/1,4
Jake Elliott,PHI,LAR,5,2023,True,3/3,100.0,34,2/2,11
Brett Maher,LAR,PHI,5,2023,False,0/0,0.0,0,2/2,2
Jason Myers,SEA,HOU,14,2021,True,2/2,100.0,38,1/3,7
Ka'imi Fairbairn,HOU,SEA,14,2021,False,2/2,100.0,61,1/1,7
Jason Myers,SEA,LAC,7,2022,True,3/3,100.0,50,4/4,13
Taylor Bertolet,LAC,SEA,7,2022,False,0/0,0.0,0,3/3,3
Tyler Bass,BUF,LAC,16,2023,True,1/1,100.0,29,3/3,6
Cameron Dicker,LAC,BUF,16,2023,False,5/5,100.0,53,1/1,16
Chase McLaughlin,TB,MIN,1,2023,True,2/2,100.0,57,2/2,8
Greg Joseph,MIN,TB,1,2023,False,1/1,100.0,25,2/2,5
Daniel Carlson,LV,JAX,9,2022,True,2/2,100.0,38,2/2,8
Riley Patterson,JAX,LV,9,2022,False,2/3,67.0,48,3/3,9
Michael Badgley,IND,JAX,18,2021,True,1/1,100.0,41,0/0,3
Matthew Wright,JAX,IND,18,2021,False,4/4,100.0,39,2/2,14
Jake Elliott,PHI,KC,11,2023,True,0/0,0.0,0,3/3,3
Harrison Butker,KC,PHI,11,2023,False,1/1,100.0,43,2/2,5
Riley Patterson,DET,CHI,14,2023,True,0/0,0.0,0,1/2,1
Cairo Santos,CHI,DET,14,2023,False,3/3,100.0,46,1/2,10
Joey Slye,WSH,DET,2,2022,True,0/0,0.0,0,1/2,1
Austin Seibert,DET,WSH,2,2022,False,2/2,100.0,48,4/4,10
Greg Zuerlein,NYJ,MIA,18,2022,True,2/3,67.0,35,0/0,6
Jason Sanders,MIA,NYJ,18,2022,False,3/3,100.0,50,0/0,9
Nick Folk,NE,MIA,1,2022,True,0/0,0.0,0,1/1,1
Jason Sanders,MIA,NE,1,2022,False,2/2,100.0,49,2/2,8
Greg Zuerlein,NYJ,CLE,17,2023,True,2/3,67.0,46,2/2,8
Riley Patterson,CLE,NYJ,17,2023,False,1/1,100.0,33,4/5,7
Chris Boswell,PIT,BAL,17,2022,True,3/4,75.0,51,1/1,10
Justin Tucker,BAL,PIT,17,2022,False,2/2,100.0,51,1/1,7
Matthew Wright,JAX,CIN,4,2021,True,0/0,0.0,0,3/3,3
Evan McPherson,CIN,JAX,4,2021,False,1/2,50.0,35,3/3,6
Matthew Wright,PIT,IND,12,2022,True,3/3,100.0,52,1/1,10
Chase McLaughlin,IND,PIT,12,2022,False,1/2,50.0,51,2/2,5
Graham Gano,NYG,MIA,13,2021,True,3/4,75.0,51,0/0,9
Jason Sanders,MIA,NYG,13,2021,False,2/3,67.0,48,2/2,8
Matt Gay,LAR,SF,4,2022,True,3/3,100.0,39,0/0,9
Robbie Gould,SF,LAR,4,2022,False,1/2,50.0,25,3/3,6
Cade York,CLE,MIA,10,2022,True,1/1,100.0,37,2/2,5
Jason Sanders,MIA,CLE,10,2022,False,2/2,100.0,39,3/5,9
Greg Zuerlein,DAL,MIN,8,2021,True,2/3,67.0,39,2/2,8
Greg Joseph,MIN,DAL,8,2021,False,3/3,100.0,45,1/1,10
Nick Folk,TEN,HOU,17,2023,True,1/1,100.0,53,0/0,3
Ka'imi Fairbairn,HOU,TEN,17,2023,False,4/4,100.0,51,2/2,14
Chase McLaughlin,CLE,LAC,5,2021,True,2/2,100.0,35,4/4,10
Tristan Vizcaino,LAC,CLE,5,2021,False,0/0,0.0,0,3/5,3
Matt Gay,IND,HOU,2,2023,True,1/1,100.0,42,4/4,7
Ka'imi Fairbairn,HOU,IND,2,2023,False,2/3,67.0,36,2/2,8
Cairo Santos,CHI,NO,9,2023,True,1/2,50.0,31,2/2,5
Blake Grupe,NO,CHI,9,2023,False,1/2,50.0,55,3/3,6
Jason Myers,SEA,NYG,4,2023,True,1/2,50.0,34,3/3,6
Graham Gano,NYG,SEA,4,2023,False,1/1,100.0,55,0/0,3
Daniel Carlson,LV,CLE,15,2021,True,3/3,100.0,48,1/1,10
Chase McLaughlin,CLE,LV,15,2021,False,0/1,0.0,0,2/2,2
Ryan Succop,TB,ATL,13,2021,True,1/1,100.0,31,3/4,6
Younghoe Koo,ATL,TB,13,2021,False,1/1,100.0,21,2/2,5
Matthew Wright,JAX,NE,17,2021,True,1/1,100.0,29,1/1,4
Nick Folk,NE,JAX,17,2021,False,1/1,100.0,43,5/6,8
Greg Joseph,MIN,SF,12,2021,True,0/0,0.0,0,2/3,2
Robbie Gould,SF,MIN,12,2021,False,2/3,67.0,46,4/4,10
Dustin Hopkins,CLE,PIT,2,2023,True,2/3,67.0,55,0/0,6
Chris Boswell,PIT,CLE,2,2023,False,2/2,100.0,52,2/2,8
Brandon McManus,DEN,LV,16,2021,True,2/3,67.0,55,1/1,7
Daniel Carlson,LV,DEN,16,2021,False,1/1,100.0,41,2/2,5
Ka'imi Fairbairn,HOU,ATL,5,2023,True,4/4,100.0,43,1/1,13
Younghoe Koo,ATL,HOU,5,2023,False,2/2,100.0,37,1/1,7
Joey Slye,WSH,HOU,11,2022,True,3/3,100.0,44,2/2,11
Ka'imi Fairbairn,HOU,WSH,11,2022,False,1/1,100.0,29,1/1,4
Joey Slye,WSH,NYG,13,2022,True,2/3,67.0,42,2/2,8
