name,team,opponent,week,season,isHome,REC,YDS,AVG,TD,LONG,TGTS
Quez Watkins,PHI,LAR,5,2023,True,2,4,2.0,0,5,3
Cooper Kupp,LAR,PHI,5,2023,False,8,118,14.8,0,39,12
Puka Nacua,LAR,PHI,5,2023,False,7,71,10.1,1,22,11
Tyler Higbee,LAR,PHI,5,2023,False,2,20,10.0,0,12,3
Tutu Atwell,LAR,PHI,5,2023,False,2,9,4.5,1,6,5
Kyren Williams,LAR,PHI,5,2023,False,2,4,2.0,0,7,2
Ben Skowronek,LAR,PHI,5,2023,False,0,0,0.0,0,0,1
Dan Arnold,JAX,IND,10,2021,True,5,67,13.4,0,24,8
Marvin Jones Jr.,JAX,IND,10,2021,True,2,35,17.5,0,23,6
James Robinson,JAX,IND,10,2021,True,4,27,6.8,0,9,5
Laquon Treadwell,JAX,IND,10,2021,True,1,18,18.0,0,18,1
Laviska Shenault Jr.,JAX,IND,10,2021,True,3,15,5.0,0,6,8
Carlos Hyde,JAX,IND,10,2021,True,1,0,0.0,0,0,2
Jamal Agnew,JAX,IND,10,2021,True,0,0,0.0,0,0,5
Michael Pittman Jr.,IND,JAX,10,2021,False,5,71,14.2,0,27,5
Jack Doyle,IND,JAX,10,2021,False,3,31,10.3,0,12,5
Nyheim Hines,IND,JAX,10,2021,False,2,17,8.5,0,10,4
Ashton Dulin,IND,JAX,10,2021,False,1,16,16.0,0,16,1
Kylen Granson,IND,JAX,10,2021,False,1,15,15.0,0,15,1
Jonathan Taylor,IND,JAX,10,2021,False,6,10,1.7,0,6,8
Zach Pascal,IND,JAX,10,2021,False,2,9,4.5,0,12,2
Mo Alie-Cox,IND,JAX,10,2021,False,1,6,6.0,0,6,2
T.Y. Hilton,IND,JAX,10,2021,False,1,5,5.0,0,5,5
Amon-Ra St. Brown,DET,BAL,7,2023,True,13,102,7.8,0,15,19
Jahmyr Gibbs,DET,BAL,7,2023,True,9,58,6.4,0,21,10
Sam LaPorta,DET,BAL,7,2023,True,6,52,8.7,0,13,7
Josh Reynolds,DET,BAL,7,2023,True,2,43,21.5,0,22,3
Kalif Raymond,DET,BAL,7,2023,True,2,20,10.0,0,11,2
Craig Reynolds,DET,BAL,7,2023,True,1,9,9.0,0,9,1
Antoine Green,DET,BAL,7,2023,True,0,0,0.0,0,0,1
Jameson Williams,DET,BAL,7,2023,True,0,0,0.0,0,0,6
Gus Edwards,BAL,DET,7,2023,False,1,80,80.0,0,80,1
Zay Flowers,BAL,DET,7,2023,False,4,75,18.8,0,46,6
Mark Andrews,BAL,DET,7,2023,False,4,63,15.8,2,22,6
Odell Beckham Jr.,BAL,DET,7,2023,False,5,49,9.8,0,20,7
Rashod Bateman,BAL,DET,7,2023,False,2,36,18.0,0,20,3
Patrick Ricard,BAL,DET,7,2023,False,2,31,15.5,0,28,2
Nelson Agholor,BAL,DET,7,2023,False,1,12,12.0,1,12,1
Keaton Mitchell,BAL,DET,7,2023,False,1,9,9.0,0,9,1
Justice Hill,BAL,DET,7,2023,False,1,2,2.0,0,2,1
Jalen Nailor,MIN,GB,17,2022,True,3,89,29.7,1,47,3
K.J. Osborn,MIN,GB,17,2022,True,7,59,8.4,1,16,7
T.J. Hockenson,MIN,GB,17,2022,True,7,59,8.4,0,13,12
Dalvin Cook,MIN,GB,17,2022,True,2,17,8.5,0,16,3
Adam Thielen,MIN,GB,17,2022,True,1,16,16.0,0,16,4
Justin Jefferson,MIN,GB,17,2022,True,1,15,15.0,0,15,5
Alexander Mattison,MIN,GB,17,2022,True,1,7,7.0,0,7,1
Allen Lazard,GB,MIN,17,2022,False,5,59,11.8,0,16,6
Robert Tonyan,GB,MIN,17,2022,False,3,52,17.3,1,24,4
Randall Cobb,GB,MIN,17,2022,False,2,20,10.0,0,11,2
Romeo Doubs,GB,MIN,17,2022,False,3,20,6.7,0,11,4
Christian Watson,GB,MIN,17,2022,False,1,11,11.0,0,11,5
Josiah Deguara,GB,MIN,17,2022,False,1,4,4.0,0,4,1
Aaron Jones,GB,MIN,17,2022,False,2,2,1.0,0,1,3
AJ Dillon,GB,MIN,17,2022,False,0,0,0.0,0,0,1
Justin Jefferson,MIN,CAR,4,2023,True,6,85,14.2,2,30,9
T.J. Hockenson,MIN,CAR,4,2023,True,2,24,12.0,0,16,3
K.J. Osborn,MIN,CAR,4,2023,True,1,16,16.0,0,16,2
Cam Akers,MIN,CAR,4,2023,True,2,11,5.5,0,9,2
Alexander Mattison,MIN,CAR,4,2023,True,1,3,3.0,0,3,1
Jordan Addison,MIN,CAR,4,2023,True,0,0,0.0,0,0,1
Adam Thielen,CAR,MIN,4,2023,False,7,76,10.9,0,22,8
Terrace Marshall Jr.,CAR,MIN,4,2023,False,9,56,6.2,0,14,10
DJ Chark Jr.,CAR,MIN,4,2023,False,2,28,14.0,0,18,3
Miles Sanders,CAR,MIN,4,2023,False,3,13,4.3,0,8,3
Laviska Shenault Jr.,CAR,MIN,4,2023,False,1,12,12.0,0,12,1
Chuba Hubbard,CAR,MIN,4,2023,False,2,12,6.0,0,12,2
Hayden Hurst,CAR,MIN,4,2023,False,1,7,7.0,0,7,3
Ian Thomas,CAR,MIN,4,2023,False,0,0,0.0,0,0,1
George Kittle,SF,SEA,15,2022,True,4,93,23.3,2,54,5
Jauan Jennings,SF,SEA,15,2022,True,3,31,10.3,0,12,5
Christian McCaffrey,SF,SEA,15,2022,True,6,30,5.0,0,11,8
Tyler Kroft,SF,SEA,15,2022,True,1,28,28.0,0,28,1
Brandon Aiyuk,SF,SEA,15,2022,True,2,19,9.5,0,16,4
Ray-Ray McCloud III,SF,SEA,15,2022,True,1,16,16.0,0,16,3
Tyler Lockett,SEA,SF,15,2022,False,7,68,9.7,0,19,9
DK Metcalf,SEA,SF,15,2022,False,7,55,7.9,0,13,9
Noah Fant,SEA,SF,15,2022,False,5,32,6.4,1,12,6
Kenneth Walker III,SEA,SF,15,2022,False,4,32,8.0,0,33,5
Travis Homer,SEA,SF,15,2022,False,4,25,6.3,0,11,4
Will Dissly,SEA,SF,15,2022,False,1,13,13.0,0,13,1
Marquise Goodwin,SEA,SF,15,2022,False,2,10,5.0,0,6,5
Penny Hart,SEA,SF,15,2022,False,1,3,3.0,0,3,1
Colby Parkinson,SEA,SF,15,2022,False,0,0,0.0,0,0,1
Daniel Bellinger,NYG,DAL,10,2023,True,2,34,17.0,0,26,3
Darius Slayton,NYG,DAL,10,2023,True,3,21,7.0,0,9,4
Jashaun Corbin,NYG,DAL,10,2023,True,3,12,4.0,0,7,3
Lawrence Cager,NYG,DAL,10,2023,True,1,10,10.0,1,10,2
Parris Campbell,NYG,DAL,10,2023,True,1,6,6.0,0,6,1
Wan'Dale Robinson,NYG,DAL,10,2023,True,2,6,3.0,0,6,3
Sterling Shepard,NYG,DAL,10,2023,True,1,2,2.0,1,2,4
Isaiah Hodgins,NYG,DAL,10,2023,True,0,0,0.0,0,0,2
Jalin Hyatt,NYG,DAL,10,2023,True,0,0,0.0,0,0,1
Saquon Barkley,NYG,DAL,10,2023,True,1,-5,-5.0,0,-5,3
Brandin Cooks,DAL,NYG,10,2023,False,9,173,19.2,1,37,10
CeeDee Lamb,DAL,NYG,10,2023,False,11,151,13.7,1,30,14
Michael Gallup,DAL,NYG,10,2023,False,2,70,35.0,1,41,2
Jalen Brooks,DAL,NYG,10,2023,False,4,39,9.8,0,14,4
Jake Ferguson,DAL,NYG,10,2023,False,4,26,6.5,1,16,7
Deuce Vaughn,DAL,NYG,10,2023,False,1,11,11.0,0,11,1
Jalen Tolbert,DAL,NYG,10,2023,False,2,2,1.0,0,4,5
Luke Schoonmaker,DAL,NYG,10,2023,False,0,0,0.0,0,0,1
Michael Pittman Jr.,IND,CAR,9,2023,True,8,64,8.0,0,16,8
Jonathan Taylor,IND,CAR,9,2023,True,5,22,4.4,1,10,5
Drew Ogletree,IND,CAR,9,2023,True,1,19,19.0,0,19,3
Isaiah McKenzie,IND,CAR,9,2023,True,2,12,6.0,0,11,3
Josh Downs,IND,CAR,9,2023,True,1,10,10.0,0,10,1
Kylen Granson,IND,CAR,9,2023,True,0,0,0.0,0,0,2
Alec Pierce,IND,CAR,9,2023,True,0,0,0.0,0,0,2
Hayden Hurst,CAR,IND,9,2023,False,2,54,27.0,0,48,4
Adam Thielen,CAR,IND,9,2023,False,5,29,5.8,0,7,6
Stephen Sullivan,CAR,IND,9,2023,False,4,28,7.0,0,9,5
Miles Sanders,CAR,IND,9,2023,False,3,22,7.3,0,11,5
Tommy Tremble,CAR,IND,9,2023,False,2,12,6.0,0,11,2
DJ Chark Jr.,CAR,IND,9,2023,False,2,9,4.5,1,5,3
Chuba Hubbard,CAR,IND,9,2023,False,4,9,2.3,0,4,6
Raheem Blackshear,CAR,IND,9,2023,False,1,5,5.0,0,5,1
Jonathan Mingo,CAR,IND,9,2023,False,1,5,5.0,0,5,4
Terrace Marshall Jr.,CAR,IND,9,2023,False,0,0,0.0,0,0,1
Zay Flowers,BAL,SF,16,2023,True,9,72,8.0,1,13,13
Isaiah Likely,BAL,SF,16,2023,True,3,56,18.7,0,34,4
Gus Edwards,BAL,SF,16,2023,True,1,39,39.0,0,39,1
Justice Hill,BAL,SF,16,2023,True,3,31,10.3,0,23,3
Charlie Kolar,BAL,SF,16,2023,True,1,17,17.0,0,17,1
Rashod Bateman,BAL,SF,16,2023,True,1,14,14.0,0,14,4
Odell Beckham Jr.,BAL,SF,16,2023,True,2,13,6.5,0,8,3
Nelson Agholor,BAL,SF,16,2023,True,3,10,3.3,1,6,4
Patrick Ricard,BAL,SF,16,2023,True,0,0,0.0,0,0,1
George Kittle,SF,BAL,16,2023,False,7,126,18.0,0,58,10
Brandon Aiyuk,SF,BAL,16,2023,False,6,113,18.8,0,33,7
Deebo Samuel Sr.,SF,BAL,16,2023,False,4,47,11.8,0,20,12
Christian McCaffrey,SF,BAL,16,2023,False,6,28,4.7,0,12,10
Ronnie Bell,SF,BAL,16,2023,False,1,12,12.0,1,12,1
Kyle Juszczyk,SF,BAL,16,2023,False,1,5,5.0,0,5,2
Willie Snead IV,SF,BAL,16,2023,False,1,5,5.0,0,5,2
Trent Taylor,CIN,CLE,18,2021,True,2,41,20.5,0,26,3
Ja'Marr Chase,CIN,CLE,18,2021,True,2,26,13.0,0,24,4
Chris Evans,CIN,CLE,18,2021,True,4,24,6.0,1,12,5
Mitchell Wilcox,CIN,CLE,18,2021,True,3,16,5.3,0,8,5
Trenton Irwin,CIN,CLE,18,2021,True,1,9,9.0,0,9,4
Drew Sample,CIN,CLE,18,2021,True,1,8,8.0,0,8,1
Stanley Morgan,CIN,CLE,18,2021,True,1,8,8.0,0,8,2
Trayveon Williams,CIN,CLE,18,2021,True,1,4,4.0,0,4,2
Mike Thomas,CIN,CLE,18,2021,True,0,0,0.0,0,0,3
Jarvis Landry,CLE,CIN,18,2021,False,6,75,12.5,1,26,8
Donovan Peoples-Jones,CLE,CIN,18,2021,False,3,38,12.7,0,22,4
Demetric Felton Jr.,CLE,CIN,18,2021,False,2,18,9.0,1,10,2
Anthony Schwartz,CLE,CIN,18,2021,False,1,13,13.0,0,13,3
David Njoku,CLE,CIN,18,2021,False,2,11,5.5,0,6,2
D'Ernest Johnson,CLE,CIN,18,2021,False,1,10,10.0,0,10,1
Harrison Bryant,CLE,CIN,18,2021,False,1,9,9.0,0,9,3
Nick Chubb,CLE,CIN,18,2021,False,1,2,2.0,0,2,1
Julio Jones,TEN,SEA,2,2021,True,6,128,21.3,0,51,8
Derrick Henry,TEN,SEA,2,2021,True,6,55,9.2,0,15,6
MyCole Pruitt,TEN,SEA,2,2021,True,3,43,14.3,0,22,3
A.J. Brown,TEN,SEA,2,2021,True,3,43,14.3,0,15,9
Jeremy McNichols,TEN,SEA,2,2021,True,3,26,8.7,0,12,3
Chester Rogers,TEN,SEA,2,2021,True,2,22,11.0,0,12,5
Tommy Hudson,TEN,SEA,2,2021,True,1,14,14.0,0,14,2
Geoff Swaim,TEN,SEA,2,2021,True,2,10,5.0,0,5,2
Nick Westbrook-Ikhine,TEN,SEA,2,2021,True,1,6,6.0,0,6,1
Tyler Lockett,SEA,TEN,2,2021,False,8,178,22.3,1,63,11
Freddie Swain,SEA,TEN,2,2021,False,5,95,19.0,1,68,5
DK Metcalf,SEA,TEN,2,2021,False,6,53,8.8,0,16,11
Travis Homer,SEA,TEN,2,2021,False,2,14,7.0,0,11,2
Gerald Everett,SEA,TEN,2,2021,False,1,3,3.0,0,3,2
AJ Dillon,GB,MIN,1,2022,True,5,46,9.2,0,12,6
Romeo Doubs,GB,MIN,1,2022,True,4,37,9.3,0,23,5
Robert Tonyan,GB,MIN,1,2022,True,3,36,12.0,0,23,5
Christian Watson,GB,MIN,1,2022,True,2,34,17.0,0,25,4
Josiah Deguara,GB,MIN,1,2022,True,2,28,14.0,0,15,2
Aaron Jones,GB,MIN,1,2022,True,3,27,9.0,0,22,5
Sammy Watkins,GB,MIN,1,2022,True,3,18,6.0,0,9,3
Juwann Winfree,GB,MIN,1,2022,True,1,17,17.0,0,17,1
Randall Cobb,GB,MIN,1,2022,True,2,14,7.0,0,8,3
Tyler Davis,GB,MIN,1,2022,True,1,3,3.0,0,3,1
Justin Jefferson,MIN,GB,1,2022,False,9,184,20.4,2,64,11
Adam Thielen,MIN,GB,1,2022,False,3,36,12.0,0,22,4
Dalvin Cook,MIN,GB,1,2022,False,3,18,6.0,0,10,5
Johnny Mundt,MIN,GB,1,2022,False,3,17,5.7,0,12,3
K.J. Osborn,MIN,GB,1,2022,False,3,14,4.7,0,7,4
C.J. Ham,MIN,GB,1,2022,False,1,6,6.0,0,6,1
Ben Ellefson,MIN,GB,1,2022,False,1,2,2.0,0,2,1
Irv Smith Jr.,MIN,GB,1,2022,False,0,0,0.0,0,0,2
Brian Robinson Jr.,WSH,SEA,10,2023,True,6,119,19.8,1,51,6
Antonio Gibson,WSH,SEA,10,2023,True,5,42,8.4,1,19,6
Dyami Brown,WSH,SEA,10,2023,True,2,41,20.5,1,35,2
Logan Thomas,WSH,SEA,10,2023,True,5,40,8.0,0,17,5
Terry McLaurin,WSH,SEA,10,2023,True,4,33,8.3,0,13,8
John Bates,WSH,SEA,10,2023,True,3,21,7.0,0,12,3
Byron Pringle,WSH,SEA,10,2023,True,1,7,7.0,0,7,2
Curtis Samuel,WSH,SEA,10,2023,True,2,6,3.0,0,6,6
Alex Armah,WSH,SEA,10,2023,True,1,3,3.0,0,3,1
Jamison Crowder,WSH,SEA,10,2023,True,0,0,0.0,0,0,1
Jahan Dotson,WSH,SEA,10,2023,True,0,0,0.0,0,0,2
DK Metcalf,SEA,WSH,10,2023,False,7,98,14.0,0,27,12
Tyler Lockett,SEA,WSH,10,2023,False,8,92,11.5,1,20,10
Kenneth Walker III,SEA,WSH,10,2023,False,1,64,64.0,1,64,2
Jaxon Smith-Njigba,SEA,WSH,10,2023,False,4,53,13.3,0,20,5
Will Dissly,SEA,WSH,10,2023,False,2,22,11.0,0,16,2
Zach Charbonnet,SEA,WSH,10,2023,False,4,18,4.5,0,6,5
Jake Bobo,SEA,WSH,10,2023,False,2,13,6.5,0,11,2
Noah Fant,SEA,WSH,10,2023,False,2,6,3.0,0,8,3
Colby Parkinson,SEA,WSH,10,2023,False,1,3,3.0,0,3,1
Darnell Mooney,CHI,DAL,8,2022,True,5,70,14.0,0,36,5
N'Keal Harry,CHI,DAL,8,2022,True,2,24,12.0,1,17,2
David Montgomery,CHI,DAL,8,2022,True,3,22,7.3,0,13,3
Dante Pettis,CHI,DAL,8,2022,True,4,18,4.5,0,12,5
Cole Kmet,CHI,DAL,8,2022,True,2,11,5.5,1,10,2
Equanimeous St. Brown,CHI,DAL,8,2022,True,1,6,6.0,0,6,3
Velus Jones Jr.,CHI,DAL,8,2022,True,1,5,5.0,0,5,3
CeeDee Lamb,DAL,CHI,8,2022,False,5,77,15.4,1,22,7
Dalton Schultz,DAL,CHI,8,2022,False,6,74,12.3,0,30,7
Michael Gallup,DAL,CHI,8,2022,False,4,49,12.3,0,17,6
Malik Davis,DAL,CHI,8,2022,False,2,18,9.0,0,10,2
Tony Pollard,DAL,CHI,8,2022,False,1,16,16.0,0,16,1
Peyton Hendershot,DAL,CHI,8,2022,False,2,15,7.5,0,11,2
Jake Ferguson,DAL,CHI,8,2022,False,1,1,1.0,1,1,1
Calvin Ridley,JAX,IND,1,2023,True,8,101,12.6,1,29,11
Zay Jones,JAX,IND,1,2023,True,5,55,11.0,1,18,7
Evan Engram,JAX,IND,1,2023,True,5,49,9.8,0,26,5
Travis Etienne Jr.,JAX,IND,1,2023,True,5,27,5.4,0,10,5
Christian Kirk,JAX,IND,1,2023,True,1,9,9.0,0,9,3
Tank Bigsby,JAX,IND,1,2023,True,0,0,0.0,0,0,1
Michael Pittman Jr.,IND,JAX,1,2023,False,8,97,12.1,1,39,11
Kylen Granson,IND,JAX,1,2023,False,4,39,9.8,0,14,6
Josh Downs,IND,JAX,1,2023,False,3,30,10.0,0,22,7
Drew Ogletree,IND,JAX,1,2023,False,1,20,20.0,0,20,2
Deon Jackson,IND,JAX,1,2023,False,5,14,2.8,0,8,6
Jake Funk,IND,JAX,1,2023,False,1,12,12.0,0,12,1
Evan Hull,IND,JAX,1,2023,False,1,6,6.0,0,6,1
Alec Pierce,IND,JAX,1,2023,False,1,5,5.0,0,5,3
Mo Alie-Cox,IND,JAX,1,2023,False,0,0,0.0,0,0,2
Trey McBride,ARI,PIT,13,2023,True,8,89,11.1,1,17,9
Elijah Higgins,ARI,PIT,13,2023,True,1,21,21.0,0,21,2
Greg Dortch,ARI,PIT,13,2023,True,1,19,19.0,0,19,3
Geoff Swaim,ARI,PIT,13,2023,True,2,10,5.0,0,9,2
Rondale Moore,ARI,PIT,13,2023,True,1,6,6.0,0,6,2
James Conner,ARI,PIT,13,2023,True,0,0,0.0,0,0,2
Marquise Brown,ARI,PIT,13,2023,True,0,0,0.0,0,0,3
George Pickens,PIT,ARI,13,2023,False,4,86,21.5,0,38,5
Diontae Johnson,PIT,ARI,13,2023,False,4,33,8.3,1,26,5
Pat Freiermuth,PIT,ARI,13,2023,False,3,29,9.7,0,12,5
Allen Robinson II,PIT,ARI,13,2023,False,3,19,6.3,0,8,3
Najee Harris,PIT,ARI,13,2023,False,2,14,7.0,0,10,3
Calvin Austin III,PIT,ARI,13,2023,False,1,10,10.0,0,10,1
Connor Heyward,PIT,ARI,13,2023,False,0,0,0.0,0,0,2
Jaylen Warren,PIT,ARI,13,2023,False,1,-4,-4.0,0,-4,3
Tyreek Hill,MIA,DET,8,2022,True,12,188,15.7,0,42,14
Jaylen Waddle,MIA,DET,8,2022,True,8,106,13.3,2,29,9
Mike Gesicki,MIA,DET,8,2022,True,3,38,12.7,1,20,4
Trent Sherfield,MIA,DET,8,2022,True,2,25,12.5,0,14,2
Braylon Sanders,MIA,DET,8,2022,True,2,17,8.5,0,13,2
Alec Ingold,MIA,DET,8,2022,True,1,5,5.0,0,5,1
Raheem Mostert,MIA,DET,8,2022,True,1,3,3.0,0,3,1
Cedrick Wilson Jr.,MIA,DET,8,2022,True,0,0,0.0,0,0,1
T.J. Hockenson,DET,MIA,8,2022,False,3,80,26.7,0,58,4
Kalif Raymond,DET,MIA,8,2022,False,3,76,25.3,0,43,4
Amon-Ra St. Brown,DET,MIA,8,2022,False,7,69,9.9,0,21,10
D'Andre Swift,DET,MIA,8,2022,False,5,27,5.4,1,8,5
Jamaal Williams,DET,MIA,8,2022,False,3,23,7.7,0,10,3
James Mitchell,DET,MIA,8,2022,False,1,14,14.0,0,14,1
Josh Reynolds,DET,MIA,8,2022,False,2,14,7.0,0,9,6
Maurice Alexander,DET,MIA,8,2022,False,1,7,7.0,0,7,1
Brock Wright,DET,MIA,8,2022,False,1,6,6.0,0,6,1
Jared Goff,DET,MIA,8,2022,False,1,5,5.0,0,5,1
Craig Reynolds,DET,MIA,8,2022,False,0,0,0.0,0,0,1
Hunter Renfrow,LV,KC,14,2021,True,13,117,9.0,1,19,14
Josh Jacobs,LV,KC,14,2021,True,5,46,9.2,0,14,6
Zay Jones,LV,KC,14,2021,True,5,25,5.0,0,9,7
Bryan Edwards,LV,KC,14,2021,True,2,24,12.0,0,18,3
DeSean Jackson,LV,KC,14,2021,True,1,19,19.0,0,19,2
Peyton Barber,LV,KC,14,2021,True,2,13,6.5,0,11,3
Foster Moreau,LV,KC,14,2021,True,3,13,4.3,0,7,6
Trey Ragas,LV,KC,14,2021,True,2,6,3.0,0,4,2
Tyreek Hill,KC,LV,14,2021,False,4,76,19.0,0,38,4
Mecole Hardman,KC,LV,14,2021,False,2,59,29.5,0,44,2
Darrel Williams,KC,LV,14,2021,False,3,31,10.3,1,23,3
Byron Pringle,KC,LV,14,2021,False,1,28,28.0,0,28,1
Travis Kelce,KC,LV,14,2021,False,3,27,9.0,0,19,4
Derrick Gore,KC,LV,14,2021,False,2,23,11.5,0,16,2
Josh Gordon,KC,LV,14,2021,False,2,9,4.5,1,8,3
Clyde Edwards-Helaire,KC,LV,14,2021,False,3,5,1.7,0,6,3
Kyle Pitts,ATL,TB,2,2021,True,5,73,14.6,0,24,6
Calvin Ridley,ATL,TB,2,2021,True,7,63,9.0,1,22,10
Cordarrelle Patterson,ATL,TB,2,2021,True,5,58,11.6,1,23,7
Russell Gage,ATL,TB,2,2021,True,5,28,5.6,0,8,7
Mike Davis,ATL,TB,2,2021,True,7,25,3.6,0,8,7
Olamide Zaccheaus,ATL,TB,2,2021,True,2,22,11.0,0,12,4
Lee Smith,ATL,TB,2,2021,True,1,9,9.0,0,9,1
Tajae Sharpe,ATL,TB,2,2021,True,1,8,8.0,0,8,2
Christian Blake,ATL,TB,2,2021,True,1,8,8.0,0,8,1
Hayden Hurst,ATL,TB,2,2021,True,1,6,6.0,0,6,1
Keith Smith,ATL,TB,2,2021,True,0,0,0.0,0,0,1
Parker Hesse,ATL,TB,2,2021,True,0,0,0.0,0,0,1
Mike Evans,TB,ATL,2,2021,False,5,75,15.0,2,26,9
Chris Godwin,TB,ATL,2,2021,False,4,62,15.5,1,26,5
Rob Gronkowski,TB,ATL,2,2021,False,4,39,9.8,2,20,5
Leonard Fournette,TB,ATL,2,2021,False,4,24,6.0,0,16,4
O.J. Howard,TB,ATL,2,2021,False,1,21,21.0,0,21,1
Antonio Brown,TB,ATL,2,2021,False,1,17,17.0,0,17,3
Giovani Bernard,TB,ATL,2,2021,False,2,16,8.0,0,10,2
Ronald Jones,TB,ATL,2,2021,False,1,9,9.0,0,9,3
Cameron Brate,TB,ATL,2,2021,False,1,8,8.0,0,8,1
Tyler Johnson,TB,ATL,2,2021,False,1,5,5.0,0,5,2
Noah Brown,HOU,TEN,15,2023,True,8,82,10.3,1,22,11
Dalton Schultz,HOU,TEN,15,2023,True,4,58,14.5,0,19,5
Devin Singletary,HOU,TEN,15,2023,True,4,49,12.3,0,41,5
Robert Woods,HOU,TEN,15,2023,True,3,30,10.0,0,15,5
Brevin Jordan,HOU,TEN,15,2023,True,1,14,14.0,0,14,1
John Metchie III,HOU,TEN,15,2023,True,1,1,1.0,0,1,1
Dare Ogunbowale,HOU,TEN,15,2023,True,0,0,0.0,0,0,1
Steven Sims,HOU,TEN,15,2023,True,1,0,0.0,0,0,1
Xavier Hutchinson,HOU,TEN,15,2023,True,0,0,0.0,0,0,3
Andrew Beck,HOU,TEN,15,2023,True,1,-5,-5.0,0,-5,1
Treylon Burks,TEN,HOU,15,2023,False,3,62,20.7,0,37,3
Chris Moore,TEN,HOU,15,2023,False,3,39,13.0,0,23,4
Chigoziem Okonkwo,TEN,HOU,15,2023,False,3,36,12.0,0,22,3
Nick Westbrook-Ikhine,TEN,HOU,15,2023,False,1,33,33.0,0,33,2
DeAndre Hopkins,TEN,HOU,15,2023,False,2,21,10.5,0,17,9
Tyjae Spears,TEN,HOU,15,2023,False,1,7,7.0,0,7,1
Derrick Henry,TEN,HOU,15,2023,False,4,1,0.3,0,3,4
Courtland Sutton,DEN,MIA,3,2023,True,8,91,11.4,1,25,11
Jerry Jeudy,DEN,MIA,3,2023,True,5,81,16.2,0,46,7
Marvin Mims Jr.,DEN,MIA,3,2023,True,3,73,24.3,0,38,5
Javonte Williams,DEN,MIA,3,2023,True,2,23,11.5,0,17,3
Samaje Perine,DEN,MIA,3,2023,True,2,15,7.5,0,8,3
Brandon Johnson,DEN,MIA,3,2023,True,2,12,6.0,0,8,3
Nate Adkins,DEN,MIA,3,2023,True,1,11,11.0,0,11,1
Chris Manhertz,DEN,MIA,3,2023,True,0,0,0.0,0,0,1
Adam Trautman,DEN,MIA,3,2023,True,0,0,0.0,0,0,2
Tyreek Hill,MIA,DEN,3,2023,False,9,157,17.4,1,54,11
Robbie Chosen,MIA,DEN,3,2023,False,1,68,68.0,1,68,1
Raheem Mostert,MIA,DEN,3,2023,False,7,60,8.6,1,19,7
Braxton Berrios,MIA,DEN,3,2023,False,2,33,16.5,0,22,2
De'Von Achane,MIA,DEN,3,2023,False,4,30,7.5,2,17,4
Durham Smythe,MIA,DEN,3,2023,False,1,15,15.0,0,15,1
River Cracraft,MIA,DEN,3,2023,False,1,13,13.0,0,13,1
Julian Hill,MIA,DEN,3,2023,False,0,0,0.0,0,0,1
Darren Waller,LV,PIT,16,2022,True,4,58,14.5,0,34,5
Hunter Renfrow,LV,PIT,16,2022,True,4,42,10.5,1,14,7
Ameer Abdullah,LV,PIT,16,2022,True,2,27,13.5,0,17,2
Foster Moreau,LV,PIT,16,2022,True,2,19,9.5,0,10,3
Davante Adams,LV,PIT,16,2022,True,2,15,7.5,0,12,9
Mack Hollins,LV,PIT,16,2022,True,1,7,7.0,0,7,2
Josh Jacobs,LV,PIT,16,2022,True,1,6,6.0,0,6,1
Keelan Cole Sr.,LV,PIT,16,2022,True,0,0,0.0,0,0,1
Pat Freiermuth,PIT,LV,16,2022,False,7,66,9.4,0,17,8
Diontae Johnson,PIT,LV,16,2022,False,5,64,12.8,0,15,7
George Pickens,PIT,LV,16,2022,False,5,57,11.4,1,25,5
Najee Harris,PIT,LV,16,2022,False,6,42,7.0,0,19,9
Steven Sims,PIT,LV,16,2022,False,1,7,7.0,0,7,1
Jaylen Warren,PIT,LV,16,2022,False,1,7,7.0,0,7,2
Zach Gentry,PIT,LV,16,2022,False,1,1,1.0,0,1,1
Connor Heyward,PIT,LV,16,2022,False,0,0,0.0,0,0,3
Tutu Atwell,LAR,NO,11,2022,True,1,62,62.0,1,62,1
Allen Robinson II,LAR,NO,11,2022,True,4,47,11.8,1,17,5
Tyler Higbee,LAR,NO,11,2022,True,4,45,11.3,0,20,8
Van Jefferson,LAR,NO,11,2022,True,3,41,13.7,0,20,5
Brandon Powell,LAR,NO,11,2022,True,2,16,8.0,0,8,2
Kyren Williams,LAR,NO,11,2022,True,1,8,8.0,0,8,2
Ben Skowronek,LAR,NO,11,2022,True,1,4,4.0,0,4,4
Chris Olave,NO,LAR,11,2022,False,5,102,20.4,1,53,6
Juwan Johnson,NO,LAR,11,2022,False,3,47,15.7,1,26,4
Alvin Kamara,NO,LAR,11,2022,False,4,47,11.8,0,15,5
Jarvis Landry,NO,LAR,11,2022,False,3,33,11.0,1,18,4
Adam Trautman,NO,LAR,11,2022,False,3,12,4.0,0,7,3
David Johnson,NO,LAR,11,2022,False,1,11,11.0,0,11,1
Taysom Hill,NO,LAR,11,2022,False,1,8,8.0,0,8,1
Rashid Shaheed,NO,LAR,11,2022,False,1,8,8.0,0,8,2
Marquez Callaway,NO,LAR,11,2022,False,1,6,6.0,0,6,1
Davante Adams,LV,DEN,11,2022,True,7,141,20.1,2,35,13
Mack Hollins,LV,DEN,11,2022,True,6,52,8.7,0,18,9
Josh Jacobs,LV,DEN,11,2022,True,3,51,17.0,0,43,4
